,EventId,ori_EventId,EventTemplate
348,647,c1070732,ACPI: IRQ<*> used by override.
349,836,3c9bd707,ACPI: Interpreter enabled
350,619,71357687,ACPI: LAPIC (acpi_id[<*>] lapic_id[<*>] <*>
351,620,115635d6,ACPI: LAPIC_NMI (acpi_id[<*>] high edge lint[<*>])
352,808,295c8236,ACPI: Local APIC address <*>
353,681,3eb58fe3,ACPI: PCI Interrupt Link <*> (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>
354,721,c9ca6d5f,ACPI: PCI Interrupt Link <*> (IRQs <*> <*> <*> <*> <*> <*> <*> <*>)
355,605,87c41c3b,"ACPI: PCI Interrupt Link <*> (IRQs <*> <*> <*> <*> <*> <*> <*> <*>) *<*>, disabled."
356,552,ed4a8711,ACPI: PCI <*> <*> <*> <*>
357,545,0278a557,"ACPI: PCI interrupt <*> -> GSI <*> (level, low) -> IRQ <*>"
358,733,06825620,ACPI: Power Button (FF) [PWRF]
359,624,d6f1d86a,ACPI: Processor [CPU<*>] (supports C<*>)
360,810,99f723d7,ACPI: RSDP (v<*> DELL ) @ <*>
361,814,1ee2f7d8,ACPI: Subsystem revision <*>
362,687,ca5b7b2c,<*> Using <*> for <*> routing
363,791,89dc9e0f,Adding <*>k swap on <*> Priority:-<*> extents:<*>
364,731,762558c3,"Attached scsi disk sda at scsi<*>, channel <*>, id <*>, lun <*>"
365,667,6e81446b,"Attached scsi generic sg<*> at scsi<*>, channel <*>, id <*>, lun <*>, type <*>"
366,567,3ebd1703,BIOS-e<*>: <*> - <*> <*>
367,796,5bf145ae,BIOS-e<*>: <*>cffc<*> - <*>cffcfc<*> (ACPI data)
368,821,8c537990,BIOS-provided physical RAM map:
369,829,ef796c9f,Bootdata ok (command line is <*> <*> <*> <*> <*> <*> <*>
370,653,6af0f744,Booting processor <*>/<*> rip <*> rsp <*>
371,702,3b38e1ec,<*> <*> node <*> <*>-<*>
372,831,396730a3,Brought up <*> CPUs
373,804,4d847ed1,Built <*> zonelists
374,610,2be7b7dd,CPU: L<*> cache: <*>K
375,615,690cd72e,CPU: Physical Processor ID: <*>
376,611,b9e01d3e,"CPU: Trace cache: <*>K uops, L<*> D cache: <*>K"
377,632,b22a58b4,Calibrating delay loop... <*>.<*> BogoMIPS (lpj=<*>)
378,820,7d2f04f5,Capability LSM initialized as secondary
379,832,cc2cb575,Checking aperture...
380,824,c4f8ac75,Console: colour VGA+ <*><*>
381,752,d613b543,Copyright (c) <*>-<*> Intel Corporation.
382,643,4acbf1ab,"<*> zone: <*> pages, LIFO batch:<*>"
383,823,e1e3c416,Detected <*>.<*> MHz APIC timer.
384,617,abf2ab82,"<*> hash table entries: <*> <*> <*>, <*> bytes)"
385,633,01f50e44,"EXT<*> FS on sda<*>, internal journal"
386,635,84fd9d8f,EXT<*>-fs: mounted filesystem with ordered data mode.
387,763,36b75c8e,Freeing unused kernel memory: <*>k freed
388,773,68e4c430,"IA<*> emulation $Id: sys_ia<*>.c,v <*>.<*> <*>/<*>/<*> <*>:<*>:<*> ak Exp $"
389,644,8e8b761e,"IOAPIC[<*>]: apic_id <*>, version <*>, address <*>, GSI <*>-<*>"
390,775,4796bda5,"IP: routing cache hash table of <*> buckets, <*>Kbytes"
391,628,3c918e8f,Initializing CPU#<*>
392,790,2b566107,Initializing Cryptographic API
393,776,3637fd61,Initializing IPsec netlink socket
394,740,cf40b299,Installing knfsd (copyright (C) <*> #<*>#@monad.swb.de).
395,786,c2fdf01d,Intel E<*>/<*>/<*> detected.<<*>>pci_hotplug: PCI Hot Plug PCI Core version: <*>.<*>
396,739,639dfb61,Intel(R) PRO/<*> Network Driver - version <*>
397,656,1e4bacf3,Intel(R) Xeon(TM) CPU <*>.<*>GHz stepping <*>
398,845,611ff2ff,"Kernel command line: root=LABEL=/ initrd=/x<*>_<*>/initrd-<*>.<*>.<*>-<*>.<*>.<*>.EL-lustre-<*>.<*>.<*>-perfctr-admin console=tty<*> console=ttyS<*>,<*> fastboot BOOT_IMAGE=/x<*>_<*>/vmlinuz-<*>.<*>.<*>-<*>.<*>.<*>.EL-lustre-<*>.<*>.<*>-perfctr"
399,785,ec4f0dd8,Linux agpgart interface v<*>.<*> (c) Dave Jones
400,812,f7ad054a,Linux version <*> <*> (gcc version <*>.<*>.<*> <*> (Red Hat <*> #<*> SMP <*> <*> <*> <*>:<*>:<*> <*> <*>
401,777,634ae816,Loading keyring
402,811,0292f103,"Memory: <*>k/<*>k available (<*>k kernel code, <*>k reserved, <*>k data, <*>k init)"
403,602,4af88f8f,NET: Registered protocol family <*>
404,809,1defbcf1,No NUMA configuration found
405,807,21e60650,No mptable found.
406,805,a7228435,On node <*> totalpages: <*>
407,772,8d630a2b,PCI-DMA: Using software bounce buffering for IO (SWIOTLB)
408,762,7c8e5320,PCI<*> PALO PBLO VPR<*> PBHI PICH
409,803,af4344c8,PCI: Probing PCI hardware (bus <*>)
410,799,084d9391,PCI: Transparent bridge - <*>:<*>:<*>e.<*>
411,691,4a24a786,PCI: Using <*> <*> <*>
412,798,4b27a725,Placing software IO TLB between <*> - <*>
413,591,0003f37d,Probing IDE interface ide<*>...
414,630,596e18d8,Processor #<*> <*>:<*> APIC version <*>
415,769,6244278e,RAMDISK driver initialized: <*> RAM disks of <*>K size <*> blocksize
416,849,52da5fb2,RAMDISK: Compressed image found at block <*>
417,770,d8d05b1b,Real Time Clock Driver v<*>.<*>
418,758,1e080f8e,SCSI device sda: <*> <*>-byte hdwr sectors (<*> MB)
419,736,cecc13aa,SCSI subsystem initialized
420,760,ebb6db13,SELinux: Disabled at runtime.
421,797,158c34d8,SELinux: Initializing.
422,677,ee2ae22f,SELinux: <*> netfilter hooks
423,801,426f668c,SELinux: Starting in permissive mode
424,806,bb1dd1a4,Security Scaffold v<*>.<*>.<*> initialized
425,767,3b2258b8,"Serial: <*>/<*> driver $Revision: <*>.<*> $ <*> ports, IRQ sharing enabled"
426,782,85b3fb74,TCP: Hash tables configured (established <*> bind <*>)
427,815,e0661b3c,"There is already a security framework initialized, register_security failed."
428,787,0906cb48,"Total HugeTLB memory allocated, <*>"
429,818,481de007,Total of <*> processors activated (<*>.<*> BogoMIPS).
430,668,eda996fc,Type: <*> ANSI SCSI revision: <*>
431,788,4fe28a56,Uniform Multi-Platform E-IDE driver Revision: <*>.<*>alpha<*>
432,800,cd364792,Using ACPI (MADT) for SMP configuration information
433,690,a288d8e9,Using <*> APIC <*> <*>
434,756,a3bd2f17,Using cfq io scheduler
435,774,158ceaf1,VFS: Disk quotas dquot_<*>.<*>.<*>
436,838,8725412d,VFS: Mounted root (ext<*> filesystem).
437,755,1b6adce6,Vendor: MegaRAID Model: LD <*> RAID<*> <*>G Rev: <*>A
438,741,8f22db48,Vendor: PE/PV Model: <*>x<*> SCSI BP Rev: <*>.<*>
439,692,99392a2c,<*> NMI <*> ... <*>
440,781,df1260ea,audit(<*>.<*>:<*>): initialized
441,780,4b7e6959,audit: initializing netlink socket (disabled)
442,817,a4e52273,checking TSC synchronization across <*> CPUs: passed.
443,839,d36fc8e6,checking if image is initramfs...it isn't (no cpio magic); looks like an initrd
444,745,a2f128d3,device-mapper: <*>.<*>.<*>-ioctl (<*>-<*>-<*>) initialised: #<*>#@#<*>#
445,669,448662f6,divert: allocating divert_blk for eth<*>
446,674,385a86d9,divert: not allocating divert_blk for non-ethernet device <*>
447,840,d429841a,drivers/usb/input/hid-core.c: v<*>.<*>:USB HID core driver
448,666,09cf2c43,e<*>: eth<*>: e<*>_probe: Intel(R) PRO/<*> Network Connection
449,689,e9a70663,e<*>: eth<*>: e<*>_watchdog: NIC Link is Up <*> Mbps Full Duplex
450,747,56527310,floppy<*>: no floppy controllers found
451,748,9018c3e4,hw_random: RNG not detected
452,761,bf97de93,ide-floppy driver <*>.<*>.newide
453,599,6da9e9b9,ide<*>: Wait for ready failed before probe !
454,766,cc1d46fa,ide: Assuming <*>MHz system bus speed for PIO modes; override with idebus=xx
455,749,acf05552,inserting floppy driver for <*>
456,855,4d481ab2,ioctl<*>(fdisk:<*>): Unknown cmd fd(<*>) cmd(<*>){<*>} arg(ffffda<*>) on /dev/sda
457,616,130940ed,ip_tables: (C) <*>-<*> Netfilter core team
458,627,9c04de00,kjournald starting. Commit interval <*> seconds
459,683,71372c58,md: ... autorun DONE.
460,686,38fe4fa3,md: Autodetecting RAID arrays.
461,684,b5e84bfb,md: autorun ...
462,768,db224eb9,"md: md driver <*>.<*>.<*> MAX_MD_DEVS=<*>, MD_SB_DISKS=<*>"
463,750,32673cc0,megaraid: #<*># (Release Date: <*> <*> <*> <*>:<*>:<*> <*> <*>)
464,751,e1925421,megaraid: fw version:[<*>A] bios version:[H<*>]
465,753,f80cfbbc,megaraid: probe new device <*>:<*>:<*>:<*>: bus <*>:slot <*>:func <*>
466,792,adb6465c,mice: PS/<*> mouse device common for all mice
467,834,f8e3f18b,mtrr: v<*>.<*> (<*>)
468,795,97266d14,per-CPU timeslice cutoff: <*>.<*> usecs.
469,735,929a7273,scsi<*> : LSI Logic MegaRAID driver
470,734,75969d3b,scsi[<*>]: scanning scsi channel <*> [Phy <*>] for non-raid devices
471,754,f4af36e7,scsi[<*>]: scanning scsi channel <*> [virtual] for logical drives
472,742,d7c85960,sda: asking for cache data failed
473,744,1c5e39cb,sda: assuming drive cache: write through
474,843,76fb9348,sda: sda<*> sda<*> sda<*> sda<*>
475,835,41ffccb1,selinux_register_security: Registering secondary module capability
476,682,103a8b98,"serio: i<*> <*> port at <*>,<*> irq <*>"
477,685,1ec041a2,syslog-ng[<*>]: syslog-ng version <*>.<*>.<*> starting
478,822,abb543c0,task migration cache decay timeout: <*> msecs.
479,813,645b287d,time.c: Detected <*>.<*> MHz processor.
480,830,519a6e46,time.c: Using HPET based timekeeping.
481,771,3cd1b793,ttyS<*> at I/O <*> (irq = <*>) is a NS<*>A
482,634,f1205e3c,usbcore: registered new driver <*>
483,826,c548107e,using mwait in idle threads.
484,844,455f9ebd,vesafb: probe of vesafb<*> failed with error -<*>
485,496,93872c21,gmetad:
486,498,17aaf876,gmetad: Warning: we failed to resolve data source name <*>
487,841,93ab76a0,gmetad: Warning: we failed to resolve trusted host name dadmin<*> dadmin<*>
488,626,a840aa90,<*> <*> <*> on device <*>
489,737,5a4218cb,IPv<*> over IPv<*> tunneling driver
490,59,a53762b7,syslog-ng[<*>]: Cannot open file <*> for writing (No such file or directory)
491,717,cd3d2f0b,syslog-ng[<*>]: Changing permissions on special file /dev/logsurfer
492,565,65d7ada8,-- root[<*>]: ROOT LOGIN ON <*>
493,562,7fd3d1a5,hal.hotplug[<*>]: DEVPATH is not set
494,743,9ec40dec,input: AT Translated Set <*> keyboard on isa<*>/serio<*>
495,1010,419933f2,login(pam_unix)[<*>]: bad username [ ]
496,663,bbbc5023,<*> FAILED LOGIN <*> FROM (null) FOR <*> Authentication failure
497,853,193cd42f,root[<*>]: ROOT LOGIN ON tty<*>
498,553,17f04b5c,kernel: input: AT Translated Set <*> keyboard on isa<*>/serio<*>
499,173,01188e93,snmpd[<*>]: Received TERM or STOP signal... shutting down...
500,168,3516e82e,kernel: Kernel <*> <*> <*>
501,407,4cb36424,kernel: hw_random: RNG not detected
502,346,4223261c,fsck: [/sbin/fsck.ext<*> (<*>) -- <*>
503,347,b37a57f7,fsck: fsck.ext<*> -a /dev/sda<*>
504,359,8f684a3c,dhcpd:
505,564,8f9b2077,sshd[<*>]: Agent forwarding request denied in configuration.
506,10,5ffb1ca0,Server Administrator: Instrumentation Service EventID: <*> Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): <*>.<*>
507,14,107fd39a,"ib_sm.x[<*>]: [ib_sm_discovery.c:<*>]: Failed discover node test, node <*> port_num= <*>, error code <*>"
508,13,b49be809,"ib_sm.x[<*>]: [ib_sm_discovery.c:<*>]: Failed to <*> - hop_count: <*>, direct_path: <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>, <*>"
509,12,d1e4016a,ib_sm.x[<*>]: <*> Failed to <*> <*> <*> <*> <*>
510,448,c16673b0,"ib_sm.x[<*>]: [ib_sm_discovery.c:<*>]: no routing required for port guid <*>, lid <*>"
511,323,c60339f8,ib_sm.x[<*>]: [INFO]: Configuration caused by <*> <*> <*>
512,147,68775170,"ib_sm.x[<*>]: [ib_sm_assign.c:<*>]: Set port <*> port=<*> DOWN (port prefix fe<*>, subnet_prefix fe<*>"
513,183,b9ed7801,"ib_sm.x[<*>]: [ib_sm_assign.c:<*>]: Force port to go down due to LID conflict, node - <*> port=<*>"
514,401,987d20f3,ib_sm.x[<*>]: [ib_sm_sweep.c:<*>]: Topology changed
515,388,de68b28c,smartd[<*>]: [trip Temperature is <*> Celsius]
516,380,3a6f2269,"smartd[<*>]: Device: /dev/sda, initial Temperature is <*> Celsius"
517,382,9e0a7a46,"smartd[<*>]: Device: /dev/sda, is SMART capable. Adding to ""monitor"" list."
518,376,37538fcf,smartd[<*>]: Monitoring <*> ATA and <*> SCSI devices
519,383,cdb43517,smartd[<*>]: smartd has fork()ed into background mode. New PID=<*>.
520,355,7a3576a2,kernel: Vendor: <*> Model: <*> Rev: <*>
521,350,d780a084,kernel: Copyright (c) <*>-<*> LSI Logic Corporation
522,352,1f4171bf,kernel: Fusion MPT SCSI Host driver <*>.<*>.<*>
523,349,90eec1b4,kernel: SCSI device sda: drive cache: write through
524,354,16edcfea,"kernel: ioc<*>: <*>C<*>: Capabilities={Initiator,Target}"
525,351,691d4195,kernel: mptbase: Initiating ioc<*> <*>
526,353,116c5125,"kernel: scsi<*> : ioc<*>: LSI<*>C<*>, FwRev=<*>h, Ports=<*>, MaxQ=<*>, IRQ=<*>"
527,66,5dd0aca2,ib_sm.x[<*>]: [INFO]: <*> SM <*> <*> <*> <*>
528,82,778d864c,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Program port state, <*> port= <*>, current state <*>, neighbor <*> port= <*>, current state <*>"
529,165,f73a808b,ib_sm.x[<*>]: [ib_sm_sweep.c:<*>]: A new IB node <*> was discovered and assigned LID <*>
530,430,f4e18601,ib_sm.x[<*>]: [INFO]: IB <*> PID= <*>
531,425,d27ccd51,dhcpd: in your dhcpd.conf file for the network segment
532,426,421fd498,dhcpd: to which interface eth<*>:<*> is attached. **
533,427,f3b178df,"dhcpd: you want, please write a subnet declaration"
534,428,68f26b05,dhcpd: ** Ignoring requests on eth<*>:<*>. If this is not what
535,429,6f466893,dhcpd: No subnet declaration for eth<*>:<*> (<*>).
536,412,6931797c,"mount.panfs: pan_ips: error -- cfg target addresses, <*> (Out of memory), err_loc=<*>, rhel_<*>_amd<*>/release/build/panfs/ips/pan_ips_cfg.c:<*> <*> <*> <*>:<*>:<*> mount.panfs: pan_ips: error -- real init, <*> (Out of memory), err_loc=<*>, rhel_<*>_amd<*>/release/build/panfs/ips/pan_ips.c:<*>"
537,502,1ec334ec,smartd[<*>]: System clock time adjusted to the past. Resetting next wakeup time.
538,387,3fea0c18,sudo: <*> : <*> ; <*> ; USER=root ; <*>
539,105,419c9918,ib_sm.x[<*>]: [ib_sm_sweep.c:<*>]: An existing IB node GUID <*> LID <*> was removed
540,518,ec01130f,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Active port(s) now in INIT state node=<*>, port=<*>, state=<*>, neighbor node=<*>, port=<*>, state=<*>"
541,515,4b43c22c,ib_sm.x[<*>]: [INFO]: Configuration caused by <*> <*> <*> <*>
542,473,c90c85ae,ifup: RTNETLINK answers: Network is unreachable
543,375,c901718e,mount: mount.panfs warning: mount still trying to ping realm. Mount has been trying to ping for <*> seconds and may try for another <*> seconds
544,451,2d5256cd,mount: couldn't ping address #<*>#:<*> using <*> <*> (pan_sock: timeout)
545,452,03b9838f,mount: mount.panfs warning:
546,381,4250a43a,"mount: mount.panfs warning: This mount still may succeed, but one or more local interfaces (listed below) failed communicate with the Panasas realm during mount. This suggests that a route cannot be established between these local interface(s) and the system. A client sends a list of IP addresses on which the Panasas storage system may establish a connection. If any one of these addresses should be excluded from the mount time check, use the 'callback-network-disallow' or 'callback-address-disallow' mount options. See 'man <*> mount.panfs' for more details on PanFS mount options. Excluding the interface from the check at mount time #<*># avoid long running mount commands."
547,311,4e90030b,mount: mount.panfs: <*> local addresses: <*>
548,881,9b9db15b,kernel: RPC: error <*> connecting to server <*>
549,868,bf751b79,EXT<*>-fs: recovery complete.
550,723,bf3d583c,sshd[<*>]: Remote host disconnected: Authentication cancelled by user.
551,725,44b6a6b9,sshd[<*>]: authentication cancelled by user: 'Authentication cancelled by user.'
552,680,ce68d80a,sshd[<*>]: Key exchange failed in remote: 'Key exchange failed.'
553,679,11c602cd,sshd[<*>]: Remote host disconnected: Key exchange failed.
554,466,9ba08f0d,sshd[<*>]: Public key <*> used.
555,1002,eb47c6e8,#<*>#[<*>]: LOGIN ON tty<*> BY #<*>#
556,510,2d897a08,sudo: <*> : <*> ; <*> ; USER=root ; <*> <*>
557,621,275bae4e,-- #<*>#[<*>]: LOGIN ON <*> BY #<*>#
558,327,e61370ad,"ib_sm.x[<*>]: [ib_sm_assign.c:<*>]: Clean up SA resources for port forced down due to subnet prefix change, node - <*> port=<*>"
559,318,51151250,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Force port <*> port=<*>, state=<*>) to DOWN because (<*>) <*>st sweep or (<*>) role change."
560,320,6c0f2091,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Force neighbor port <*> port=<*>, state=<*>) to DOWN because (<*>) <*>st sweep or (<*>) role change."
561,297,ab9133ba,"ib_sm.x[<*>]: [ib_sm_discovery.c:<*>]: switch lid change, node - <*> port=<*>, neighbor (nil), changing lid from <*>, back to original <*>"
562,172,035cb84c,ib_sm.x[<*>]: <*> Failed to <*> <*> <*> <*>
563,967,f553e5aa,atkbd.c: Keyboard on isa<*>/serio<*> reports too many keys pressed.
564,417,9407313c,kernel: [IB_NET][ipoib_sarp_rewrite_send][/mnt_projects/sysapps/src/ib/topspin/topspin-src-<*>.<*>.<*>-<*>/host/ulp/ipoib/obj_host_amd<*>_custom<*>_rhel<*>/ts_ipoib/ipoib_arp.c:<*>]ib<*>: can't find hw address for hash <*>:<*>:<*>:<*>:<*>:<*>
565,438,627713ce,mount: mount.panfs warning: couldn't ping address #<*>#:<*>
566,440,9243215e,mount: using <*> <*> (pan_sock: timeout)
567,539,563ccf0c,ib_sm.x[<*>]: [ib_sm_sweep.c:<*>]: Detect switch (LID= <*>) port state change
568,507,d6947dc4,fsck: <*>
569,505,cd7b85ba,"fsck: Clearing orphaned inode <*> (uid=<*>, gid=<*>, mode=<*>, size=<*>)"
570,622,6ef341be,"ib_sm.x[<*>]: [ib_sm_assign.c:<*>]: Clean up SA resources for port forced down due to LID conflict, node - <*> port=<*>"
571,307,7eb2d859,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Active state mismatch <*> port=<*>, state <*>, <*> port=<*>, state <*>"
572,26,197a9ac1,ib_sm.x[<*>]: <*> <*> <*> <*> <*> <*> <*> INIT state
573,665,3cab473c,ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Force port <*> port=<*>) to DOWN because state(<*>) should be active but not.
574,660,f7417d1a,ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Force neighbor port <*> port=<*>) to DOWN because state(<*>) should be active but not.
575,531,ad0e4fce,"ib_sm.x[<*>]: [ib_sm_bringup.c:<*>]: Skip node= <*> port= <*> bringup because topology is stale, no response"
576,882,53323967,sshd[<*>]: Invalid user #<*># from <*>
577,512,bc41aa41,"mount.panfs: pan_ips: error -- real init, <*> (Out of memory), err_loc=<*>, rhel_<*>_amd<*>/release/build/panfs/ips/pan_ips.c:<*> <*> <*> <*>:<*>:<*> mount.panfs: bindcache: failed init IPS: <*> (Out of memory)"
578,618,b70b1eff,"sendmail[<*>]: <*> to=root, delay=<*>:<*>:<*>, mailer=relay, pri=<*>, stat=queued"
579,718,8b5677f9,ib_sm.x[<*>]: [WARN]: CLI output failed with error Broken pipe. Exiting thread.
580,1200,65bcf9ec,ib_sm.x[<*>]: [INFO]: Receive SystemImageGUID change trap from port (LID= <*>)
581,1079,e62c3937,"ib_sm.x[<*>]: [ib_sm_assign.c:<*>]: Failed to set LID on switch=<*>a<*>e, because NO RESPONSE"
582,1189,d7ddc35a,"ib_sm.x[<*>]: [ib_sm_routing.c:<*>]: No spine present in chassis, splitting switch_elem"
583,519,3d038d82,sshd[<*>]: Idle timeout exceeded.
584,926,7fbfcd9d,kernel: audit(<*>.<*>:<*>): avc: denied { <*> avc: denied { getattr } for pid=<*> comm=ntpd path=/dev/null dev=ram<*> ino=<*> scontext=user_u:system_r:ntpd_t tcontext=system_u:object_r:file_t tclass=chr_file
585,759,e859b939,syslogd: <*> No space left on device
586,598,edb2975d,/apps/x<*>_<*>/system/ganglia-<*>.<*>.<*>/sbin/gmetad[<*>]: poll() timeout
587,449,7e5cd846,kernel: Active:<*> inactive:<*> dirty:<*> writeback:<*> unstable:<*> free:<*> slab:<*> mapped:<*> pagetables:<*>
588,446,d2433987,kernel: Free pages: <*>kB (<*>kB HighMem)
589,89,598232e0,kernel: <*>
590,356,8fba022a,kernel: Node <*> <*> free:<*>kB min:<*>kB low:<*>kB high:<*>kB active:<*>kB inactive:<*>kB present:<*>kB pages_scanned:<*> all_unreclaimable? <*>
591,358,74337092,kernel: Node <*> <*> <*>
592,394,679f7548,kernel: Node <*> <*> <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB <*>*<*>kB = <*>kB
593,442,5cf5d587,kernel: <*> <*> HighMem per-cpu: empty
594,443,d7b01ffe,"kernel: Swap cache: add <*>, delete <*>, find <*>/<*>, race <*>+<*>"
595,357,add443da,kernel: protections[]: <*> <*> <*>
596,395,5e599f7a,kernel: <*> pages <*> <*>
597,444,8cec1dd1,kernel: <*> reserved pages
598,445,e257a9b0,kernel: <*> pages shared
599,447,cca5e6cc,kernel: Free swap: <*>kB
600,878,52ff8815,kernel: Out of Memory: Killed process <*> <*>
601,672,f6a3a3b7,crond[<*>]: (#<*>#) CMD (/home/#<*>#/salinas/tbird/cron_script.tbird > /home/#<*>#/salinas/tbird/VOTD/crontab.log <*>>&<*>)
602,47,e7a1922a,anacron[<*>]: Updated timestamp for job <*> to <*>-<*>-<*>
603,469,ba2a167f,logrotate: ALERT exited abnormally with [<*>]
604,138,e98fe941,last message repeated <*> times
605,924,5d60558e,"sendmail[<*>]: <*> <*>: fl=<*>, mode=<*>: dev=<*>/<*>, ino=<*>, nlink=<*>, u/gid=<*>/<*>, size=<*>"
606,514,6de6bee9,"sendmail[<*>]: <*> <*>: fl=<*>, mode=<*>: <*> dev=<*>/<*>, ino=<*>, nlink=<*>, u/gid=<*>/<*>, size=<*>"
607,595,a3b5f8f6,"sendmail[<*>]: <*> <*>: fl=<*>, mode=<*>: SOCK localhost->[[UNIX: /dev/log]]"
608,714,fe1f8478,"sendmail[<*>]: <*> SYSERR(root): queueup: cannot create queue file <*> euid=<*>, fd=-<*>, fp=<*>: No space left on device"
609,576,345ccc63,sendmail[<*>]: <*> SYSERR(root): <*> cannot <*> <*> <*> <*>
610,538,47bba323,"sendmail[<*>]: <*> low on space (SMTP-DAEMON needs <*> bytes + <*> blocks in /var/spool/clientmqueue), max avail: <*>"
611,728,6e7fb357,"sendmail[<*>]: <*> to=root, delay=<*>:<*>:<*>, pri=<*>, stat=Insufficient disk space; try again later"
612,578,8d75f706,crond[<*>]: (root) MAIL (mailed <*> bytes of output but got status <*> )
613,729,1a720a3e,acceptor-<*>[<*>]: exiting
614,710,16d2ac96,kernel: Lustre: Routing socket NAL unloaded (final mem <*>)
615,506,266d87cc,sshd[<*>]: X<*> connection from <*>:<*> <*>
616,889,3532db68,login(pam_unix)[<*>]: bad username <*>
617,546,f26ea39b,sshd[<*>]: <*> <*> <*> for user <*>
618,593,9959dc25,sshd[<*>]: Password authentication for user <*> failed (from <*> port <*>).
619,596,ff4c4345,"sshd[<*>]: auths-pam: PAM subprocess returned packet SSH_PAM_OP_ERROR. (err_num: <*>, err_msg: Authentication failure)"
620,597,0dc5638f,sshd[<*>]: PAM transaction resulted in error.
621,819,5a4a9ba9,<*> authentication failure; <*> uid=<*> euid=<*> <*> ruser= <*>
622,757,d1a52371,<*> check pass; user unknown
623,896,3f3d0b02,<*> authentication failure; <*> uid=<*> euid=<*> <*> ruser= <*> <*>
624,489,2d06a4e6,kernel: Lustre: <*>:<*>:(socknal.c:<*>:ksocknal_associate_route_conn_locked()) <*> <*> <*> <*> <*>
625,636,0136d0f9,sudo: <*> : TTY=pts/<*> ; <*> ; USER=root ; <*> <*> <*>
626,738,1ad0091c,"sshd[<*>]: WARNING: DNS lookup failed for ""#<*>#""."
627,399,b953c576,smartd[<*>]: smartd is exiting (exit status <*>)
628,400,d5c5acde,smartd[<*>]: smartd received signal <*>: Terminated
629,964,b1365fc4,kernel: <*> <*>bff<*> <*> <*>
630,866,ddd1d1cc,kernel: <*> ffffffff<*>ffa<*> <*> <*>
631,434,d9d7bd59,kernel: Call <*> <*>
632,862,d68a40c6,kernel: Lustre: <*>:<*>:(linux-debug.c:<*>:portals_debug_dumpstack()) showing stack for process <*>
633,816,070340e2,kernel: LustreError: <*> OBD <*> <*> <*> <*> <*>
634,865,45836b4d,kernel: LustreError: <*>:<*>:(echo_client.c:<*>:echo_client_cleanup()) ASSERTION(eco->eco_refcount == <*>) failed
635,861,5d49b6a8,kernel: LustreError: <*>:<*>:(module.c:<*>:kportal_assertion_failed()) LBUG
636,863,5f7a600b,kernel: lctl R running task <*> <*> <*> (NOTLB)
637,860,c82548fa,"kernel: Lustre: <*>:<*>:(linux-debug.c:<*>:portals_run_upcall()) Invoked portals upcall /usr/lib/lustre/portals_upcall LBUG,/f<*>home/#<*>#/build.<*>.<*>/buildir/BUILD/lustre-#<*>#/lustre/obdecho/echo_client.c,echo_client_cleanup,<*>"
638,990,6c2dcd63,kernel: <*> <*>bfca<*>b<*> <*> <*>
639,676,9ee74881,kernel: LustreError: <*>:<*>:(obd_config.c:<*>:class_process_config()) no device for: <*>
640,1041,78523581,kernel: LustreError: <*>:<*>:(obd_config.c:<*>:class_cleanup()) OBD OSC_#<*>#_ca<*>_ECHO_client is still busy with <*> references
641,1042,7a73da46,"kernel: You should stop active file system users, or use the --force option to cleanup."
642,998,c83c547e,kernel: <*> <*>bff<*>f<*> <*> <*>
643,573,ee4d15b8,kernel: <*> <*> previously skipped <*> similar messages
644,1137,5135f0d7,kernel: <*> <*>bfca<*> <*> <*>
645,111,6b77e1d1,kernel: <*> segfault at <*> rip <*> rsp <*> error <*>
646,106,1d805c69,snmpd[<*>]: peer disconnected: SNMPv<*>-SMI::enterprises.<*>.<*>.<*>
647,454,b24778c4,<*> mount.panfs warning: mounting panfs in an untested environment!!
648,453,e2ed9c89,<*> pan_kernel: expected release: <*>.<*>.<*>-<*>.EL.rootsmp release is: <*>.<*>.<*>-<*>smp
649,525,524fe0ec,"ifup: ts_ipoib device ib<*> does not seem to be present, delaying initialization."
650,495,6b2ef6d4,mount: mount.panfs: panfs is not configured in the kernel
651,891,d433b3f8,Server Administrator: Instrumentation Service EventID: <*> Redundancy lost Redundancy unit: BMC <*> Redundancy Chassis location: Main System Chassis Previous redundancy state was: Unknown
652,997,3f369c02,"Server Administrator: Instrumentation Service EventID: <*> Power supply detected a failure Sensor location: PS <*> Status Chassis location: Main System Chassis Previous state was: Unknown Power Supply type: AC Power Supply state: Presence detected, Failure detected, AC lost"
