seq_id,BlockId,EventSequence,Label
42056,blk_9204913836563003624,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 10, 6, 6, 6, 5, 5, 5]",0
568463,blk_-1273508256727224864,"[1, 7, 1, 1, 4, 2, 3, 4, 3, 4, 3, 2, 2, 6, 6, 6, 5, 5, 5]",0
188713,blk_-6471761642568967576,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
155708,blk_-761717855409937391,"[1, 1, 7, 1, 2, 3, 4, 3, 4, 3, 4, 2, 2, 8, 8, 9, 10, 8, 8, 9, 6, 6, 6, 5, 5, 5]",0
392586,blk_939651044845095632,"[7, 1, 1, 16]",1
514470,blk_-5132772101251800235,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
98291,blk_-7981350809607654758,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 5]",0
158799,blk_4561462605651033257,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 5]",0
451023,blk_5420247975002734842,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
23876,blk_-1443268679619397786,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 5]",0
76262,blk_-5122563802949261288,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 6, 5, 5, 5]",0
520434,blk_8042769284303599465,"[1, 7, 1, 1, 4, 3, 4, 2, 2, 3, 4, 3, 2]",0
336366,blk_-1634254617938740871,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
117121,blk_-6367770493887036427,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 6, 6, 6, 5, 5, 5]",0
40390,blk_-8519582149045294419,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 6, 6, 6, 5, 5, 5]",0
137366,blk_5518931332477385346,"[1, 7, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 5]",0
110228,blk_-1019295490403421866,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 10, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 5]",0
434138,blk_-3695601578280201576,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
548431,blk_-1891004185011927307,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
24643,blk_4922604648327758688,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 9, 8, 10, 6, 6, 6, 5, 5, 5]",0
395836,blk_-8731683036048621957,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
380163,blk_-7881099123025107080,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
426787,blk_825124020036421636,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
463955,blk_-340901834091043284,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
5110,blk_-3957840578267236126,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 10, 6, 6, 6, 5, 5, 5]",0
164835,blk_947310025462493074,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 8, 9, 8, 8, 8, 9, 6, 6, 6, 5, 5, 5]",0
406583,blk_-1312348376261834576,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
262663,blk_-309915019351706056,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
554818,blk_3378503945337641947,"[1, 7]",1
163161,blk_-1806929296813191107,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 5]",0
124603,blk_-4773325884077822692,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 6, 6, 6, 5, 5, 5]",0
478239,blk_5431056861899855819,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
503088,blk_6771000228305880373,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 3, 4, 2, 2]",0
11090,blk_3613135145996044585,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 5]",0
22451,blk_-943152226536567097,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 9, 8, 9, 10, 6, 6, 6, 5, 5, 5]",0
371794,blk_-8651069144352720552,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
84069,blk_4198582161937278444,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 9, 8, 8, 9, 8, 8, 10, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 5]",0
109083,blk_2737605549029654367,"[7, 1, 1, 1, 2, 3, 4, 3, 4, 3, 4, 2, 2, 9, 8, 9, 6, 6, 6, 5, 5, 5]",0
354769,blk_4552760900482860107,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2]",0
476055,blk_6072839161015778584,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
333697,blk_-8035695195572298230,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10]",0
437856,blk_608957629753483727,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
104014,blk_-5689526396438959464,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 5]",0
323842,blk_-1462993031279936406,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 3, 4, 2, 2]",0
225719,blk_-9098301994275627306,"[1, 1, 1, 7, 2, 3, 4, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
547648,blk_3224177171073846004,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
391768,blk_-1253465039068492936,"[1, 1, 7, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
210016,blk_-5604974661654903827,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
494563,blk_1345508116325320943,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
220592,blk_1934654122197815222,"[1, 7]",1
243206,blk_3472099294429223776,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
142643,blk_-1790013843235119084,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
262863,blk_-1096773768741454637,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
24399,blk_-5120884337111322633,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 8, 9, 10, 6, 6, 6, 5, 5, 5]",0
558071,blk_-3737629246806199762,"[1, 1, 7, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
368859,blk_8624205361590820147,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 13, 14, 1, 12, 11, 2, 2, 5, 6, 6, 6, 5, 5, 5]",1
524226,blk_983959258404729476,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
196037,blk_1785390594128948638,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
161862,blk_-3583130860168561086,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 5]",0
82451,blk_8519696428820238492,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 10, 8, 8, 9, 8, 9, 8, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 15, 5]",0
311504,blk_-736709541904416772,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
101495,blk_8181119353716306719,"[7, 1, 1, 1, 2, 4, 2, 3, 4, 3, 4, 3, 2, 8, 8, 9, 8, 9, 8, 8, 8, 9, 6, 6, 6, 5, 5, 5, 15, 15]",1
190345,blk_949196702106966644,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 6, 6, 6, 5, 5, 5]",0
53781,blk_-6151247887898708895,"[7, 1, 1, 1, 2, 3, 4, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
317749,blk_-5660448170289639415,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
414820,blk_8539295878959608569,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
485007,blk_6400569774154956314,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
562156,blk_-1040906879100570836,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
424515,blk_-2718032479068787861,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
248842,blk_3974736330269464140,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
353943,blk_5104615634515799618,"[1, 7, 1, 1, 3, 4, 2, 2, 3, 4, 3, 4, 2]",0
278450,blk_2810521987484680852,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
356082,blk_4147289381655513277,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
482176,blk_-7195849346946890041,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2]",0
15962,blk_-8517942575726071461,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 6, 6, 6, 5, 5, 5]",0
158276,blk_-3227270644405056013,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 3, 4, 2, 2, 8, 8, 9, 10, 8, 8, 9, 6, 6, 6, 5, 5, 5]",0
38053,blk_6373922670240294559,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 6, 6, 6, 5, 5, 5]",0
112553,blk_5667969852795481744,"[7, 1, 1, 1, 3, 4, 2, 2, 3, 4, 3, 4, 13, 14, 1, 12, 2, 11, 2, 5, 10, 9, 9, 8, 10, 6, 6, 6, 5, 5, 5]",1
233326,blk_-5246956897946437296,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
330370,blk_4909278840774969413,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
24913,blk_67314684039432352,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 8, 9, 6, 6, 6, 5, 5, 5]",0
498430,blk_-5010729871116984636,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
130943,blk_-4190709906074351354,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 9, 8, 9, 10, 6, 6, 6, 5, 5, 5]",0
17949,blk_4594809067416756153,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 8, 9, 6, 6, 6, 5, 5, 5]",0
20291,blk_-4157968638754183234,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 5]",0
291776,blk_1198139258698699596,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
371328,blk_7514387922491408850,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",1
150176,blk_6439470769447506460,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 8, 8, 8, 8, 9, 6, 6, 6, 5, 5, 5]",0
450444,blk_-1183817701953986049,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
25941,blk_4863789366094187931,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 9, 8, 9, 10, 6, 6, 6, 5, 5, 5]",0
523470,blk_-473619198646833038,"[1, 7, 1, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2]",0
121554,blk_6841968815856330228,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 6, 6, 6, 5, 5, 5]",0
143329,blk_8931193510174420444,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
200272,blk_6447322716637623087,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
250397,blk_8805561875061895890,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 6, 6, 6, 5, 5, 5]",0
292139,blk_6753921077084139498,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
313923,blk_116907003819206698,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
360405,blk_8806437041344017077,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
435758,blk_3953461074565631308,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
195024,blk_7735443157390146976,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 15, 5]",1
218972,blk_4960306438735443982,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
327518,blk_-506752942727505623,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
354431,blk_-3091004520422692666,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
298737,blk_1895243076355220593,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
258486,blk_3630051254340766874,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
337066,blk_7142857853809209223,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
397493,blk_-7880106311414524264,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
190141,blk_7838843222458775811,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
467991,blk_-6571958756337845209,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
93434,blk_6804883192289641184,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 8, 8, 9, 8, 9, 8, 8, 9, 8, 6, 6, 6, 5, 5, 5]",0
548214,blk_2422274628738064649,"[1, 1, 1, 7, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
224400,blk_-7160802674310991740,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
566641,blk_6140262124989782011,"[1, 7, 1, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
132297,blk_-4129396838992211642,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 6, 6, 6, 5, 5, 5]",0
404963,blk_5396626171926409987,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
2862,blk_8836870586727352384,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 9, 8, 10, 10, 10, 6, 6, 6, 5, 5, 5]",0
379270,blk_-7831682511496985772,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
113418,blk_-6394857942778591757,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 10, 6, 6, 6, 5, 5, 5]",0
123727,blk_5855966443319155536,"[7, 1, 1, 1, 2, 3, 4, 3, 4, 2, 2, 3, 4, 9, 9, 8, 6, 6, 6, 5, 5, 5]",0
514549,blk_8561725939676191583,"[1, 7]",1
72576,blk_-1616634299106583765,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 8, 8, 9, 8, 8, 9, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 5]",0
437294,blk_-760001002444676068,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
352239,blk_-618685246309724234,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2]",0
295275,blk_329784302091283940,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
307645,blk_6583755826090349995,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
61838,blk_1207475583383057869,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 6, 6, 6, 5, 5, 5]",0
247260,blk_6858205435254048760,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
385534,blk_4395419829004299534,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
250937,blk_-6273801287682678038,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 6, 6, 6, 5, 5, 5]",0
142433,blk_-2575768512396496812,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
226802,blk_6486469330377230387,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
147109,blk_-4036779387074219045,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 8, 8, 9, 8, 8, 9, 6, 6, 6, 5, 5, 5]",0
401570,blk_2023379576565458802,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
137191,blk_-6129627845745471124,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 9, 8, 6, 6, 6, 5, 5, 5]",0
413428,blk_482929697832136665,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
32617,blk_-7110419360719687286,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 10, 9, 8, 9, 6, 6, 6, 5, 5, 5]",0
539755,blk_140143902839315090,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
125184,blk_-6170959457203702130,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 2, 3, 4, 9, 8, 9, 10, 6, 6, 6, 5, 5, 5]",0
410784,blk_-5742099591589210363,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
225909,blk_4951009399710424235,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
317153,blk_-3262422331927923247,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
215377,blk_-6678254496674782629,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
551536,blk_-860842468749491527,"[1, 1, 1, 7, 4, 3, 4, 3, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
153860,blk_8421097913211906899,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 8, 9, 8, 8, 8, 9, 6, 6, 6, 5, 5, 5]",0
284865,blk_6620580132280264039,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
5645,blk_-8851511250189902733,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 8, 10, 10, 6, 6, 6, 5, 5, 5]",0
445587,blk_-3358583107970081664,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
375128,blk_8983248536072117284,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
250140,blk_156553464337647932,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 6, 6, 6, 5, 5, 5]",0
12230,blk_266761244735361490,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 9, 8, 10, 10, 6, 6, 6, 5, 5, 5]",0
33070,blk_740288471843252705,"[1, 1, 7, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2, 9, 9, 8, 6, 6, 6, 5, 5, 5]",0
468214,blk_-7006137756870125205,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
171181,blk_-3650396749566463328,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 8, 8, 6, 6, 6, 5, 5, 5]",0
74836,blk_218980444612663503,"[7, 1, 1, 1, 2, 2, 3, 4, 3, 4, 3, 4, 2, 9, 8, 8, 10, 9, 8, 8, 9, 8, 8, 9, 8, 8, 6, 6, 6, 5, 5, 5]",0
313209,blk_-3352293749589806360,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
7655,blk_3925902867016057015,"[7, 1, 1, 1, 2, 3, 4, 2, 2, 3, 4, 3, 4, 9, 9, 9, 9, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 6, 6, 6, 5, 5, 5]",0
406949,blk_-4977012767485895609,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
550821,blk_359688596159205408,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
54087,blk_6047624746757077341,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 6, 6, 6, 5, 5, 5]",0
421548,blk_4077206288608851886,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
47062,blk_-3859229689798662196,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 6, 6, 6, 5, 5, 5]",0
134191,blk_-5960432501507133523,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 9, 8, 9, 10, 6, 6, 6, 5, 5, 5]",0
181636,blk_-4730174445162648140,"[1, 1, 1, 7, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
468556,blk_-3321163471089990006,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 2, 3, 4, 13, 14, 1, 11, 12, 2, 2, 2, 5]",0
539375,blk_2288935990906987983,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
64278,blk_-1869975675174503271,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 6, 6, 6, 5, 5, 5]",0
91005,blk_-6144483106109829770,"[7, 1]",1
425575,blk_551202062496184956,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
562661,blk_424566297405489679,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
406071,blk_-9125218973574577849,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
483633,blk_-8777045976413100745,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2]",0
462804,blk_3412116831136353999,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
535657,blk_-1277840866761194105,"[1, 1, 1, 7, 3, 4, 2, 3, 4, 3, 4, 2, 2]",0
318267,blk_-3373829681757218357,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
46358,blk_2630484227479879394,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 6, 6, 6, 5, 5, 5]",0
549384,blk_-1303447643394451646,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5]",0
37251,blk_1778706048642838432,"[7, 1, 1, 1, 2, 2, 2, 3, 4, 3, 4, 3, 4, 10, 6, 6, 6, 5, 5, 5]",0
346096,blk_-7244496585045209350,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2]",0
497232,blk_-1955840351808453125,"[1, 1, 1, 7, 3, 4, 2, 4, 2, 3, 4, 3, 2]",0
56068,blk_6107974514467365713,"[7, 1, 1, 16]",1
207893,blk_5904719267832171276,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]",0
275239,blk_-840538784489068403,"[1, 1, 7, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5]",0
